Seed,Red Giants,Yellow Giants,White Giants,Blue Giants
35277018,1,0,1,1
35277359,1,0,1,1
35280642,1,1,0,1
35282587,1,0,1,1
35283179,1,0,1,1
35283744,1,1,0,1
35285833,1,1,0,1
35287335,1,1,0,1
35290240,1,1,0,1
35291075,1,0,1,1
35294149,1,1,0,1
35294256,1,1,0,1
35294573,1,1,0,1
35294890,1,1,0,1
35298519,1,0,1,1
35300333,1,1,0,1
35300734,1,1,0,1
35301051,1,1,0,1
35302847,1,1,0,1
35303015,1,0,1,1
35303901,1,0,1,1
35305841,1,0,1,1
35307077,1,0,1,1
35307282,1,1,0,1
35307940,1,1,0,1
35308784,1,0,1,1
35311960,1,0,1,1
35312804,1,1,0,1
35312911,1,1,0,1
35313462,1,1,0,1
35313858,1,0,1,1
35313891,1,1,0,1
35314049,1,1,0,1
35314259,1,1,0,1
35314343,1,1,0,1
35314492,1,1,0,1
35314735,1,0,1,1
35315220,1,1,0,1
35317291,1,0,1,1
35318480,1,0,1,1
35318774,1,1,0,1
35318965,1,1,1,0
35319100,1,1,0,1
35320737,1,1,0,1
35321087,1,0,1,1
35321745,1,0,1,1
35323867,1,1,0,1
35324263,1,0,1,1
35324921,1,0,1,1
35325126,1,1,0,1
35326814,1,1,0,1
35327043,1,1,0,1
35327472,1,1,0,1
35327868,1,0,1,1
35329566,1,0,1,1
35330648,1,1,0,1
35331646,1,0,1,1
35331856,1,0,1,1
35332140,1,1,0,1
35336170,1,1,0,1
35336352,1,1,0,1
35336422,1,1,0,1
35337224,1,0,1,1
35338651,1,0,1,1
35338660,1,0,1,1
35338828,1,0,1,1
35338931,1,0,1,1
35339775,1,1,0,1
35340433,1,1,0,1
35342951,1,1,0,1
35344747,1,0,1,1
35345316,1,1,0,1
35345446,1,0,1,1
35348459,1,0,1,1
35348627,1,0,1,1
35349336,1,0,1,1
35349602,1,1,0,1
35350180,1,1,0,1
35350320,1,1,0,1
35350399,1,0,1,1
35351234,1,0,1,1
35351663,1,0,1,1
35351924,1,0,1,1
35352134,1,0,1,1
35352409,1,0,1,1
35354014,1,1,0,1
35354615,1,1,0,1
35355068,1,0,1,1
35355651,1,1,0,1
35356206,1,1,0,1
35356397,1,1,0,1
35356607,1,1,0,1
35356840,1,1,0,1
35357619,1,1,0,1
35358449,1,1,0,1
35358673,1,0,1,1
35359293,1,0,1,1
35360795,1,1,0,1
35363318,1,1,0,1
35363575,1,0,1,1
35364400,1,1,0,1
35364750,1,0,1,1
35365058,1,1,0,1
35365114,1,1,0,1
35365244,1,0,1,1
35367054,1,1,0,1
35367749,1,0,1,1
35369078,1,0,1,1
35369460,1,0,1,1
35369493,1,1,0,1
35369838,1,1,0,1
35369922,1,1,0,1
35372403,1,1,0,1
35373910,1,0,1,1
35374805,1,1,0,1
35376759,1,1,0,1
35377361,1,1,0,1
35378639,1,1,0,1
35379091,1,0,1,1
35379483,1,0,1,1
35380537,1,1,0,1
35381157,1,1,0,1
35381190,1,0,1,1
35382039,1,0,1,1
35382244,1,1,0,1
35383279,1,1,0,1
35383317,1,0,1,1
35383321,1,1,0,1
35383503,1,1,0,1
35384800,1,1,0,1
35384809,1,0,1,1
35384986,1,0,1,1
35385215,1,0,1,1
35386022,1,1,0,1
35386679,1,1,0,1
35387337,1,1,0,1
35387393,1,0,1,1
35389356,1,1,0,1
35389925,1,1,0,1
35392584,1,1,0,1
35394123,1,0,1,1
35394398,1,0,1,1
35395895,1,1,0,1
35396212,1,0,1,1
35397103,1,1,0,1
35397947,1,0,1,1
35398152,1,0,1,1
35398381,1,1,0,1
35399225,1,0,1,1
35399640,1,1,0,1
35399845,1,0,1,1
35400069,1,1,0,1
35400876,1,0,1,1
35400918,1,0,1,1
35401347,1,1,0,1
35401986,1,1,0,1
35402900,1,1,0,1
35403059,1,0,1,1
35403455,1,0,1,1
35403870,1,0,1,1
35405181,1,1,0,1
35405265,1,1,0,1
35405782,1,1,0,1
35406179,1,0,1,1
35410260,1,0,1,1
35410726,1,1,0,1
35414084,1,0,1,1
35415273,1,0,1,1
35415567,1,1,0,1
35415768,1,0,1,1
35415810,1,0,1,1
35417484,1,1,0,1
35417689,1,0,1,1
35418384,1,1,0,1
35418473,1,1,0,1
35418790,1,1,0,1
35418967,1,0,1,1
35419107,1,1,0,1
35419172,1,1,0,1
35419811,1,1,0,1
35421882,1,1,0,1
35422586,1,1,0,1
35425240,1,0,1,1
35425711,1,1,0,1
35425725,1,0,1,1
35427250,1,1,0,1
35429148,1,1,0,1
35429955,1,1,0,1
35431928,1,0,1,1
35432189,1,1,0,1
35432273,1,1,0,1
35432562,1,0,1,1
35434871,1,0,1,1
35436153,1,0,1,1
35436979,1,0,1,1
35437431,1,0,1,1
35438275,1,1,0,1
35438667,1,1,0,1
35441190,1,1,0,1
35442109,1,1,0,1
35443182,1,0,1,1
35445271,1,1,0,1
35445672,1,1,0,1
35446241,1,0,1,1
35451012,1,0,1,1
35451670,1,0,1,1
35455690,1,1,0,1
35455872,1,0,1,1
35456707,1,1,0,1
35458670,1,1,0,1
35459295,1,1,0,1
35461254,1,0,1,1
35462056,1,1,0,1
35462695,1,0,1,1
35463563,1,0,1,1
35465358,1,1,0,1
35465503,1,0,1,1
35466734,1,1,0,1
35467532,1,1,0,1
35468110,1,1,0,1
35468278,1,1,0,1
35470050,1,1,0,1
35470754,1,0,1,1
35473627,1,1,0,1
35474537,1,1,0,1
35475134,1,0,1,1
35476584,1,0,1,1
35476626,1,0,1,1
35476794,1,0,1,1
35477909,1,1,0,1
35479037,1,1,0,1
35480483,1,0,1,1
35481057,1,1,0,1
35481374,1,1,0,1
35482792,1,0,1,1
35483062,1,0,1,1
35483272,1,0,1,1
35483589,1,0,1,1
35484326,1,1,0,1
35485567,1,1,0,1
35490067,1,0,1,1
35492768,1,0,1,1
35493248,1,0,1,1
35494223,1,1,0,1
35494857,1,1,0,1
35496270,1,0,1,1
35496797,1,0,1,1
35498929,1,0,1,1
35499544,1,0,1,1
35500827,1,1,0,1
35501144,1,1,0,1
35502123,1,0,1,1
35502319,1,1,0,1
35502487,1,1,0,1
35503275,1,0,1,1
35503793,1,0,1,1
35507622,1,1,0,1
35507748,1,1,0,1
35507916,1,0,1,1
35508508,1,1,0,1
35509007,1,0,1,1
35512412,1,0,1,1
35513424,1,0,1,1
35513722,1,1,0,1
35514259,1,1,0,1
35514459,1,1,0,1
35514697,1,0,1,1
35518890,1,0,1,1
35519608,1,1,0,1
35520830,1,1,0,1
35520937,1,1,0,1
35521380,1,1,0,1
35521548,1,1,0,1
35523353,1,1,0,1
35525760,1,0,1,1
35525830,1,1,0,1
35527882,1,1,0,1
35528068,1,0,1,1
35528936,1,0,1,1
35530242,1,1,0,1
35530377,1,0,1,1
35531739,1,0,1,1
35536720,1,1,0,1
35538035,1,0,1,1
35538063,1,0,1,1
35538501,1,1,0,1
35538744,1,0,1,1
35538809,1,0,1,1
35539336,1,0,1,1
35541015,1,1,0,1
35542414,1,1,0,1
35543725,1,1,0,1
35544056,1,0,1,1
35545539,1,0,1,1
35545856,1,0,1,1
35547521,1,1,0,1
35547549,1,1,0,1
35550203,1,1,0,1
35550329,1,1,0,1
35550604,1,1,0,1
35552017,1,0,1,1
35552731,1,0,1,1
35554424,1,1,0,1
35555907,1,0,1,1
35556490,1,1,0,1
35556723,1,1,0,1
35557096,1,0,1,1
35559022,1,0,1,1
35561154,1,0,1,1
35561811,1,1,0,1
35563411,1,1,0,1
35564843,1,0,1,1
35566312,1,0,1,1
35566727,1,0,1,1
35567986,1,1,0,1
35568476,1,0,1,1
35570206,1,1,0,1
35571442,1,1,0,1
35574851,1,1,0,1
35576358,1,0,1,1
35576726,1,1,0,1
35577127,1,1,0,1
35580980,1,0,1,1
35581040,1,1,0,1
35582034,1,1,0,1
35582878,1,0,1,1
35583647,1,1,0,1
35584571,1,1,0,1
35585000,1,1,0,1
35585830,1,1,0,1
35586054,1,0,1,1
35588120,1,0,1,1
35588572,1,0,1,1
35589785,1,1,0,1
35589892,1,1,0,1
35590102,1,1,0,1
35591832,1,0,1,1
35592406,1,0,1,1
35592443,1,1,0,1
35592467,1,1,0,1
35593278,1,0,1,1
35594281,1,0,1,1
35594598,1,0,1,1
35595587,1,0,1,1
35596897,1,1,0,1
35597322,1,1,0,1
35597961,1,1,0,1
35599071,1,1,0,1
35599444,1,0,1,1
35600722,1,0,1,1
35601011,1,0,1,1
35602415,1,1,0,1
35602844,1,1,0,1
35603898,1,0,1,1
35604681,1,0,1,1
35605176,1,0,1,1
35605362,1,1,0,1
35605549,1,1,0,1
35606076,1,1,0,1
35606416,1,0,1,1
35609592,1,0,1,1
35610399,1,0,1,1
35610749,1,0,1,1
35611672,1,1,0,1
35612339,1,0,1,1
35613902,1,0,1,1
35615977,1,1,0,1
35616406,1,1,0,1
35616821,1,0,1,1
35617064,1,1,0,1
35617908,1,0,1,1
35618360,1,0,1,1
35619186,1,0,1,1
35619195,1,1,0,1
35619475,1,1,0,1
35620464,1,0,1,1
35621205,1,0,1,1
35621499,1,1,0,1
35621564,1,0,1,1
35621970,1,0,1,1
35622586,1,1,0,1
35622609,1,0,1,1
35623742,1,0,1,1
35623864,1,1,0,1
35624111,1,0,1,1
35624260,1,0,1,1
35624279,1,0,1,1
35625678,1,1,0,1
35626517,1,1,0,1
35627040,1,1,0,1
35627683,1,0,1,1
35627991,1,0,1,1
35628210,1,0,1,1
35628994,1,1,0,1
35629460,1,0,1,1
35629987,1,1,0,1
35630384,1,0,1,1
35630440,1,0,1,1
35632403,1,1,0,1
35632767,1,0,1,1
35633821,1,1,0,1
35634250,1,1,0,1
35634665,1,0,1,1
35635509,1,1,0,1
35636563,1,0,1,1
35636950,1,0,1,1
35636992,1,0,1,1
35637072,1,0,1,1
35639343,1,1,0,1
35639739,1,0,1,1
35640891,1,0,1,1
35641031,1,0,1,1
35641446,1,0,1,1
35642328,1,1,0,1
35642948,1,1,0,1
35643550,1,0,1,1
35643606,1,1,0,1
35643867,1,0,1,1
35644450,1,0,1,1
35646124,1,1,0,1
35648489,1,1,0,1
35649128,1,1,0,1
35650070,1,0,1,1
35650345,1,0,1,1
35650662,1,0,1,1
35651464,1,1,0,1
35651665,1,1,0,1
35652369,1,1,0,1
35653353,1,1,0,1
35654407,1,0,1,1
35655209,1,1,0,1
35656548,1,0,1,1
35657075,1,0,1,1
35657187,1,1,0,1
35658152,1,0,1,1
35659080,1,1,0,1
35659164,1,1,0,1
35660134,1,1,0,1
35660587,1,0,1,1
35660792,1,1,0,1
35661431,1,1,0,1
35663534,1,0,1,1
35663968,1,1,0,1
35664542,1,0,1,1
35664626,1,1,0,1
35664812,1,0,1,1
35666090,1,0,1,1
35667317,1,1,0,1
35667573,1,1,0,1
35667951,1,0,1,1
35668259,1,1,0,1
35668417,1,0,1,1
35669891,1,0,1,1
35673095,1,1,0,1
35674863,1,1,0,1
35675912,1,0,1,1
35677773,1,0,1,1
35677978,1,1,0,1
35678617,1,1,0,1
35679895,1,1,0,1
35680534,1,1,0,1
35681108,1,1,0,1
35681341,1,1,0,1
35681812,1,1,0,1
35682656,1,0,1,1
35683071,1,1,0,1
35683155,1,0,1,1
35683682,1,0,1,1
35683729,1,1,0,1
35683901,1,1,0,1
35684461,1,1,0,1
35684554,1,0,1,1
35685212,1,0,1,1
35685543,1,0,1,1
35686247,1,1,0,1
35687012,1,0,1,1
35687819,1,1,0,1
35688262,1,1,0,1
35688663,1,1,0,1
35690160,1,0,1,1
35694502,1,0,1,1
35694773,1,1,0,1
35694950,1,1,0,1
35695472,1,1,0,1
35696009,1,1,0,1
35696363,1,0,1,1
35696955,1,0,1,1
35697720,1,1,0,1
35699614,1,0,1,1
35699637,1,1,0,1
35701111,1,1,0,1
35701120,1,0,1,1
35701344,1,1,0,1
35701428,1,1,0,1
35701526,1,1,0,1
35703298,1,1,0,1
35703368,1,0,1,1
35704520,1,1,0,1
35705817,1,0,1,1
35707696,1,1,0,1
35707715,1,1,0,1
35707822,1,1,0,1
35708354,1,1,0,1
35708666,1,1,0,1
35709198,1,0,1,1
35712463,1,0,1,1
35712929,1,1,0,1
35713218,1,1,0,1
35713563,1,0,1,1
35713876,1,1,0,1
35714319,1,1,0,1
35714510,1,1,0,1
35714701,1,0,1,1
35714827,1,1,0,1
35715238,1,1,0,1
35718950,1,1,0,1
35719258,1,0,1,1
35719785,1,0,1,1
35721347,1,1,0,1
35721832,1,1,0,1
35722359,1,1,0,1
35723054,1,0,1,1
35724006,1,1,0,1
35724262,1,1,0,1
35725419,1,0,1,1
35725778,1,0,1,1
35727401,1,1,0,1
35727825,1,1,0,1
35728581,1,1,0,1
35728940,1,0,1,1
35729215,1,0,1,1
35730050,1,1,0,1
35730218,1,1,0,1
35731155,1,0,1,1
35731990,1,1,0,1
35732158,1,1,0,1
35732741,1,0,1,1
35733464,1,0,1,1
35734467,1,1,0,1
35737130,1,1,0,1
35737489,1,1,0,1
35738846,1,0,1,1
35739219,1,0,1,1
35739849,1,1,0,1
35741243,1,0,1,1
35741621,1,1,0,1
35742255,1,0,1,1
35743095,1,0,1,1
35743365,1,1,0,1
35743393,1,1,0,1
35743608,1,1,0,1
35745632,1,0,1,1
35745907,1,0,1,1
35746126,1,0,1,1
35747507,1,1,0,1
35748430,1,0,1,1
35748444,1,0,1,1
35749582,1,1,0,1
35750170,1,1,0,1
35750296,1,1,0,1
35750697,1,1,0,1
35750804,1,1,0,1
35751219,1,1,0,1
35751252,1,1,0,1
35752054,1,0,1,1
35752110,1,0,1,1
35752693,1,0,1,1
35753024,1,1,0,1
35755403,1,0,1,1
35756601,1,1,0,1
35756900,1,1,0,1
35757492,1,1,0,1
35758075,1,0,1,1
35758910,1,1,0,1
35759619,1,0,1,1
35759847,1,0,1,1
35760850,1,1,0,1
35762468,1,1,0,1
35764096,1,1,1,0
35764413,1,1,0,1
35765868,1,0,1,1
35767706,1,0,1,1
35770481,1,1,0,1
35770532,1,1,0,1
35770933,1,1,0,1
35771115,1,0,1,1
35774025,1,1,0,1
35775121,1,0,1,1
35775662,1,1,0,1
35775830,1,1,0,1
35776199,1,1,0,1
35779034,1,0,1,1
35780746,1,0,1,1
35783572,1,1,0,1
35784458,1,0,1,1
35785293,1,1,0,1
35786716,1,1,0,1
35786767,1,0,1,1
35787602,1,1,0,1
35788488,1,0,1,1
35789374,1,1,0,1
35789640,1,0,1,1
35790503,1,1,0,1
35790535,1,1,0,1
35791925,1,0,1,1
35794691,1,0,1,1
35794966,1,0,1,1
35796398,1,0,1,1
35796421,1,0,1,1
35798543,1,1,0,1
35799397,1,1,0,1
35801113,1,1,0,1
35801948,1,0,1,1
35802013,1,0,1,1
35804354,1,1,0,1
35804522,1,1,0,1
35806043,1,1,0,1
35806430,1,1,0,1
35806999,1,1,0,1
35807297,1,0,1,1
35807484,1,0,1,1
35807768,1,0,1,1
35808449,1,0,1,1
35808491,1,0,1,1
35809606,1,1,1,0
35811089,1,0,1,1
35812647,1,1,0,1
35814153,1,1,0,1
35814927,1,0,1,1
35816294,1,1,0,1
35817399,1,0,1,1
35817474,1,1,0,1
35819358,1,1,0,1
35819568,1,1,0,1
35821009,1,0,1,1
35822114,1,1,0,1
35822963,1,1,1,0
35825878,1,1,0,1
35826046,1,1,0,1
35826279,1,1,0,1
35826358,1,0,1,1
35826997,1,0,1,1
35827879,1,1,0,1
35828499,1,0,1,1
35830808,1,0,1,1
35831055,1,1,0,1
35831279,1,0,1,1
35832883,1,1,0,1
35835098,1,0,1,1
35837631,1,1,1,0
35837929,1,0,1,1
35838400,1,0,1,1
35838937,1,1,0,1
35839436,1,1,0,1
35839762,1,1,0,1
35840984,1,0,1,1
35841236,1,0,1,1
35842010,1,0,1,1
35842845,1,1,0,1
35843960,1,0,1,1
35844016,1,1,0,1
35844235,1,0,1,1
35846282,1,1,0,1
35846366,1,1,0,1
35847262,1,1,0,1
35847560,1,0,1,1
35847621,1,1,0,1
35848306,1,0,1,1
35848465,1,0,1,1
35849025,1,1,0,1
35849328,1,1,0,1
35849869,1,0,1,1
35850438,1,0,1,1
35850713,1,0,1,1
35852802,1,1,0,1
35852844,1,1,0,1
35857597,1,1,0,1
35858026,1,1,0,1
35859448,1,1,0,1
35860572,1,1,0,1
35861906,1,1,0,1
35862704,1,0,1,1
35864196,1,0,1,1
35864602,1,0,1,1
35865465,1,1,0,1
35865488,1,0,1,1
35865735,1,1,0,1
35865968,1,1,0,1
35866309,1,0,1,1
35866491,1,1,0,1
35866621,1,0,1,1
35867158,1,0,1,1
35867587,1,0,1,1
35867778,1,0,1,1
35868128,1,1,0,1
35868627,1,1,0,1
35868641,1,1,0,1
35868930,1,0,1,1
35869485,1,0,1,1
35870068,1,1,0,1
35870870,1,0,1,1
35871159,1,1,0,1
35871705,1,1,0,1
35872661,1,0,1,1
35873179,1,0,1,1
35873309,1,1,0,1
35873505,1,1,0,1
35874830,1,1,0,1
35875105,1,1,0,1
35875417,1,1,0,1
35876252,1,0,1,1
35876420,1,0,1,1
35876681,1,1,0,1
35876714,1,0,1,1
35878561,1,0,1,1
35878612,1,0,1,1
35881303,1,1,0,1
35881392,1,1,0,1
35881993,1,1,0,1
35882031,1,1,0,1
35882068,1,1,0,1
35882446,1,0,1,1
35882651,1,1,0,1
35883910,1,1,1,0
35884157,1,0,1,1
35884199,1,0,1,1
35884568,1,1,0,1
35885393,1,0,1,1
35885850,1,0,1,1
35887086,1,1,0,1
35887744,1,1,0,1
35888229,1,1,0,1
35888569,1,0,1,1
35888630,1,1,0,1
35889003,1,1,0,1
35889129,1,1,0,1
35889297,1,1,0,1
35889931,1,0,1,1
35890253,1,0,1,1
35890766,1,1,0,1
35890934,1,1,0,1
35891349,1,1,0,1
35891778,1,1,0,1
35894129,1,0,1,1
35894646,1,1,0,1
35895108,1,1,0,1
35895313,1,0,1,1
35895318,1,1,0,1
35895481,1,0,1,1
35895612,1,1,0,1
35896027,1,0,1,1
35896456,1,0,1,1
35896871,1,1,0,1
35897048,1,0,1,1
35897365,1,0,1,1
35897622,1,0,1,1
35899562,1,0,1,1
35900397,1,1,0,1
35901134,1,1,0,1
35901204,1,1,0,1
35901521,1,1,0,1
35901712,1,1,0,1
35902113,1,1,0,1
35902971,1,0,1,1
35903251,1,0,1,1
35905112,1,0,1,1
35905588,1,1,0,1
35905746,1,1,0,1
35907915,1,1,0,1
35908316,1,1,0,1
35908535,1,1,0,1
35909193,1,1,0,1
35909491,1,1,0,1
35909939,1,0,1,1
35910037,1,0,1,1
35910163,1,1,0,1
35911520,1,1,0,1
35913871,1,0,1,1
35914057,1,1,0,1
35914542,1,0,1,1
35914715,1,1,0,1
35914794,1,1,0,1
35915111,1,0,1,1
35915769,1,0,1,1
35916198,1,0,1,1
35917149,1,1,0,1
35917317,1,1,0,1
35918096,1,0,1,1
35919150,1,1,0,1
35919794,1,1,0,1
35919943,1,0,1,1
35920563,1,0,1,1
35921715,1,1,0,1
35924173,1,0,1,1
35924276,1,0,1,1
35924416,1,1,0,1
35926174,1,0,1,1
35927676,1,1,0,1
35928235,1,1,0,1
35929779,1,0,1,1
35930936,1,1,0,1
35932834,1,0,1,1
35932969,1,1,0,1
35933160,1,1,0,1
35933613,1,0,1,1
35933804,1,0,1,1
35934923,1,1,0,1
35937414,1,1,0,1
35937498,1,1,0,1
35937582,1,1,0,1
35939312,1,0,1,1
35939792,1,0,1,1
35941294,1,0,1,1
35941401,1,1,0,1
35942600,1,1,0,1
35942740,1,0,1,1
35943360,1,0,1,1
35943976,1,1,0,1
35944018,1,0,1,1
35944204,1,1,0,1
35944638,1,0,1,1
35944862,1,1,0,1
35945174,1,0,1,1
35945258,1,0,1,1
35945501,1,1,0,1
35945725,1,0,1,1
35946009,1,1,0,1
35946121,1,1,0,1
35946760,1,1,0,1
35947483,1,0,1,1
35948038,1,1,0,1
35948150,1,1,0,1
35948621,1,1,0,1
35949297,1,1,0,1
35950291,1,1,0,1
35950724,1,0,1,1
35951298,1,1,0,1
35952865,1,0,1,1
35956526,1,1,0,1
35956867,1,1,0,1
35956974,1,1,0,1
35957268,1,1,0,1
35957818,1,1,0,1
35959702,1,1,0,1
35960355,1,0,1,1
35960360,1,1,0,1
35961661,1,1,0,1
35962249,1,0,1,1
35962482,1,0,1,1
35963102,1,0,1,1
35963466,1,1,0,1
35963760,1,0,1,1
35963788,1,1,0,1
35963965,1,1,0,1
35964189,1,1,0,1
35964338,1,1,0,1
35964604,1,1,0,1
35965070,1,1,0,1
35966707,1,0,1,1
35968484,1,0,1,1
35969352,1,1,0,1
35969520,1,1,0,1
35970154,1,0,1,1
35970457,1,1,0,1
35970667,1,1,0,1
35971292,1,1,0,1
35972295,1,0,1,1
35973097,1,1,0,1
35973866,1,0,1,1
35974188,1,1,0,1
35974701,1,1,0,1
35976268,1,1,0,1
35977178,1,1,0,1
35977504,1,1,0,1
35977821,1,1,0,1
35978115,1,0,1,1
35978390,1,0,1,1
35979416,1,0,1,1
35981893,1,0,1,1
35981935,1,0,1,1
35983665,1,1,0,1
35984467,1,1,0,1
35985922,1,0,1,1
35986244,1,1,0,1
35986272,1,1,0,1
35989047,1,0,1,1
35989215,1,0,1,1
35990502,1,1,0,1
35990987,1,1,0,1
35991356,1,0,1,1
35991524,1,0,1,1
35991971,1,0,1,1
35991995,1,0,1,1
35992158,1,1,0,1
35994098,1,1,0,1
35994784,1,0,1,1
35995059,1,0,1,1
35995376,1,0,1,1
35995870,1,1,0,1
35997465,1,1,0,1
35997507,1,1,0,1
35998132,1,0,1,1
35998846,1,0,1,1
36000954,1,0,1,1
36001532,1,1,0,1
36001789,1,1,0,1
36001854,1,0,1,1
36003729,1,1,0,1
36004932,1,0,1,1
36005501,1,1,0,1
36006210,1,0,1,1
36006644,1,1,0,1
36008108,1,0,1,1
36008584,1,0,1,1
36010585,1,0,1,1
36010869,1,1,0,1
36012931,1,1,0,1
36014666,1,0,1,1
36014964,1,1,0,1
36015062,1,0,1,1
36015766,1,0,1,1
36016391,1,1,0,1
36016904,1,1,0,1
36017907,1,0,1,1
36020850,1,1,0,1
36021018,1,1,0,1
36021787,1,0,1,1
36022958,1,1,0,1
36024595,1,1,0,1
36024674,1,0,1,1
36025397,1,0,1,1
36026139,1,1,0,1
36027337,1,0,1,1
36027538,1,0,1,1
36028844,1,1,0,1
36029646,1,0,1,1
36030649,1,1,0,1
36031418,1,0,1,1
36031479,1,0,1,1
36032421,1,1,0,1
36032887,1,0,1,1
36033167,1,1,0,1
36033895,1,0,1,1
36036133,1,1,0,1
36036968,1,0,1,1
36036987,1,1,0,1
36037770,1,1,0,1
36038139,1,1,0,1
36039771,1,1,0,1
36041669,1,0,1,1
36043824,1,1,0,1
36044370,1,0,1,1
36044416,1,0,1,1
36044458,1,0,1,1
36046249,1,1,0,1
36046599,1,0,1,1
36047401,1,1,0,1
36049710,1,1,0,1
36051165,1,0,1,1
36051948,1,0,1,1
36052727,1,1,0,1
36052853,1,1,0,1
36052937,1,1,0,1
36053455,1,1,0,1
36053581,1,0,1,1
36054877,1,0,1,1
36054896,1,0,1,1
36056029,1,0,1,1
36057051,1,0,1,1
36057643,1,0,1,1
36058338,1,0,1,1
36058506,1,0,1,1
36059490,1,0,1,1
36059732,1,1,0,1
36059858,1,1,0,1
36060278,1,0,1,1
36060945,1,1,0,1
36061281,1,1,0,1
36062517,1,1,0,1
36063519,1,0,1,1
36064825,1,1,0,1
36065660,1,0,1,1
36066019,1,1,0,1
36066299,1,0,1,1
36066336,1,1,0,1
36067302,1,1,0,1
36068085,1,0,1,1
36068510,1,1,0,1
36070711,1,1,0,1
36071084,1,0,1,1
36072516,1,1,0,1
36074456,1,1,0,1
36074969,1,0,1,1
36075090,1,0,1,1
36075198,1,1,0,1
36075258,1,0,1,1
36075515,1,1,0,1
36077562,1,0,1,1
36077865,1,1,0,1
36079507,1,0,1,1
36079544,1,1,0,1
36080342,1,1,0,1
36080640,1,0,1,1
36081993,1,1,0,1
36082147,1,1,0,1
36082203,1,1,0,1
36082436,1,1,0,1
36082856,1,0,1,1
36084250,1,0,1,1
36084721,1,0,1,1
36086661,1,0,1,1
36088513,1,1,0,1
36088956,1,1,0,1
36088970,1,0,1,1
36089637,1,1,1,0
36090728,1,0,1,1
36091913,1,1,0,1
36092748,1,0,1,1
36093219,1,0,1,1
36093387,1,0,1,1
36094986,1,1,0,1
36095154,1,1,0,1
36095201,1,1,0,1
36095457,1,1,0,1
36096022,1,1,0,1
36097248,1,0,1,1
36097458,1,0,1,1
36098568,1,0,1,1
36103950,1,0,1,1
36104253,1,0,1,1
36104785,1,1,0,1
36104953,1,1,0,1
36105088,1,1,0,1
36106725,1,1,0,1
36106912,1,0,1,1
36108283,1,1,0,1
36108959,1,1,0,1
36109603,1,1,0,1
36111809,1,0,1,1
36111949,1,1,0,1
36112443,1,1,0,1
36112448,1,0,1,1
36112779,1,1,0,1
36113003,1,0,1,1
36113581,1,0,1,1
36114584,1,1,0,1
36114710,1,0,1,1
36115204,1,1,0,1
36115605,1,1,0,1
36115922,1,1,0,1
36115950,1,0,1,1
36116188,1,1,0,1
36116608,1,0,1,1
36116990,1,0,1,1
36119933,1,1,0,1
36120605,1,1,0,1
36121440,1,0,1,1
36121682,1,1,0,1
36122442,1,1,0,1
36123846,1,1,0,1
36124317,1,1,0,1
36125152,1,0,1,1
36125987,1,1,0,1
36126873,1,0,1,1
36127013,1,0,1,1
36127759,1,1,0,1
36127876,1,1,0,1
36128515,1,1,0,1
36128687,1,1,0,1
36130035,1,0,1,1
36130236,1,1,0,1
36131052,1,1,0,1
36131691,1,1,0,1
36132642,1,0,1,1
36132992,1,0,1,1
36133011,1,0,1,1
36133351,1,0,1,1
36133398,1,1,0,1
36133813,1,1,0,1
36134228,1,1,0,1
36134452,1,0,1,1
36134582,1,0,1,1
36135081,1,1,0,1
36135249,1,1,0,1
36135417,1,1,0,1
36136145,1,1,0,1
36137782,1,1,0,1
36138994,1,1,0,1
36139512,1,0,1,1
36139997,1,0,1,1
36140314,1,0,1,1
36140501,1,0,1,1
36142273,1,0,1,1
36144213,1,0,1,1
36144703,1,1,0,1
36145048,1,1,0,1
36145682,1,0,1,1
36145701,1,1,0,1
36146023,1,1,0,1
36146135,1,0,1,1
36146475,1,0,1,1
36146988,1,1,0,1
36147991,1,0,1,1
36149465,1,1,0,1
36149535,1,1,0,1
36149740,1,0,1,1
36150136,1,1,0,1
36150551,1,0,1,1
36150794,1,1,0,1
36150934,1,1,0,1
36151223,1,1,0,1
36151638,1,0,1,1
36152072,1,0,1,1
36152613,1,0,1,1
36152874,1,1,0,1
36152995,1,0,1,1
36153140,1,1,0,1
36153522,1,0,1,1
36153895,1,1,0,1
36154893,1,1,0,1
36157869,1,1,0,1
36158662,1,1,0,1
36158760,1,1,0,1
36159301,1,1,0,1
36160770,1,1,0,1
36161199,1,1,0,1
36162043,1,0,1,1
36162505,1,1,0,1
36163274,1,0,1,1
36164081,1,0,1,1
36164109,1,1,0,1
36164389,1,1,0,1
36164804,1,1,0,1
36165634,1,1,0,1
36165751,1,0,1,1
36165877,1,0,1,1
36166436,1,0,1,1
36167052,1,0,1,1
36167117,1,0,1,1
36167775,1,0,1,1
36168824,1,0,1,1
36169239,1,1,0,1
36169995,1,1,0,1
36170293,1,0,1,1
36170326,1,1,0,1
36170359,1,1,0,1
36170466,1,1,0,1
36170760,1,1,0,1
36170867,1,1,0,1
36170951,1,0,1,1
36173726,1,0,1,1
36173875,1,1,0,1
36175382,1,0,1,1
36175680,1,1,0,1
36177107,1,1,0,1
36177364,1,1,0,1
36177485,1,1,0,1
36178189,1,1,0,1
36179043,1,1,0,1
36179089,1,1,0,1
36179854,1,1,0,1
36180097,1,1,0,1
36181230,1,1,0,1
36181403,1,0,1,1
